route_id,bus_route,distance_km,travel_time _minutes,bus_type,bus_type_num,fare_lkr,traffic_level,traffic_level_num,direction,direction_num,time_slot,time_slot_num,age_group,age_group_num,fuel_cost_lkr_per_l,distance_per_litre_km_per_l,est_fuel_cost_per_trip_lkr,frequency_per_day,passenger_count
91,Batticaloa - Colombo,320,450,Luxury,4,1828,High,3,Down,2,15:00-17:59,5,Adult,3,280.55,3.75,23915.8,5,36
19,Tissamaharama - Kataragama,30,45,Normal,1,81,High,3,Down,2,09:00-11:59,3,Adult,3,290.91,5.65,1543.4,22,52
1,Kandy - Peradeniya,5,15,Normal,1,5,Medium,2,Up,1,09:00-11:59,3,Youth,2,280.5,7.65,183.23,150,58
31,Puttalam - Chilaw,40,60,Semi-Luxury,3,148,High,3,Up,1,18:00-20:59,6,Adult,3,264.86,5.7,1857.85,20,44
1,Kandy - Peradeniya,5,15,Normal,1,7,Low,1,Up,1,00:00-05:59,1,Adult,3,273.28,8.8,155.28,150,51
57,Kurunegala - Colombo,100,150,Normal,1,278,Medium,2,Up,1,00:00-05:59,1,Youth,2,291.76,3.91,7454.01,20,53
25,Colombo - Gampaha,37,70,Normal,1,46,High,3,Up,1,09:00-11:59,3,Child,1,277.59,5.07,2027.6,45,56
79,Anuradhapura - Jaffna,210,360,Semi-Luxury,3,886,Medium,2,Down,2,18:00-20:59,6,Adult,3,270.93,3.42,16628.16,6,39
47,Kandy - Kurunegala,80,110,Normal,1,245,High,3,Down,2,09:00-11:59,3,Adult,3,275.59,4.63,4766.74,16,62
32,Hambantota - Tissamaharama,40,70,Semi-Luxury,3,92,High,3,Down,2,18:00-20:59,6,Senior,4,282.59,5.3,2132.48,18,47
1,Kandy - Peradeniya,5,15,Normal,1,6,Low,1,Up,1,09:00-11:59,3,Youth,2,288.1,9.09,158.54,150,53
15,Galle - Hikkaduwa,25,60,Normal,1,66,Medium,2,Up,1,15:00-17:59,5,Youth,2,281.62,5.11,1378.22,30,64
59,Trincomalee - Habarana,110,140,Luxury,4,374,Medium,2,Down,2,06:00-08:59,2,Senior,4,277.47,4.57,6675.53,10,33
26,Colombo - Negombo,40,90,Normal,1,116,High,3,Down,2,12:00-14:59,4,Youth,2,273.16,6.04,1807.9,40,58
72,Badulla - Kandy,160,210,Luxury,4,731,High,3,Down,2,21:00-23:59,7,Youth,2,282.04,3.38,13349.3,9,25
9,Sigiriya - Dambulla,20,30,Expressway,2,59,High,3,Down,2,09:00-11:59,3,Adult,3,276.42,6.09,908.15,30,45
14,Kurunegala - Pothuhera,25,45,Luxury,4,102,Low,1,Up,1,18:00-20:59,6,Youth,2,276.25,5.41,1277.29,22,31
55,Ratnapura - Kandy,95,140,Normal,1,338,High,3,Down,2,18:00-20:59,6,Adult,3,270.65,5.01,5135.05,14,53
58,Vavuniya - Mannar,100,150,Luxury,4,547,Medium,2,Down,2,12:00-14:59,4,Adult,3,272.16,3.89,6991.97,8,24
88,Colombo - Trincomalee,300,420,Luxury,4,900,High,3,Down,2,15:00-17:59,5,Child,1,275.1,3.29,25090.49,8,36
51,Colombo - Ratnapura,85,130,Normal,1,263,Medium,2,Down,2,21:00-23:59,7,Youth,2,264.98,4.16,5417.37,20,62
62,Jaffna - Vavuniya,120,180,Normal,1,160,Low,1,Up,1,21:00-23:59,7,Child,1,268.85,4.13,7820.21,18,52
1,Kandy - Peradeniya,5,15,Semi-Luxury,3,5,High,3,Down,2,15:00-17:59,5,Child,1,267.75,7.93,168.82,150,36
80,Jaffna - Anuradhapura,210,360,Normal,1,601,High,3,Up,1,00:00-05:59,1,Adult,3,283.34,3.5,16981.58,8,54
1,Kandy - Peradeniya,5,15,Semi-Luxury,3,5,High,3,Up,1,18:00-20:59,6,Adult,3,275.72,8.67,158.98,150,43
51,Colombo - Ratnapura,85,130,Normal,1,150,Medium,2,Up,1,18:00-20:59,6,Senior,4,283.56,4.06,5933.41,20,49
3,Colombo - Dehiwala,12,30,Normal,1,11,Medium,2,Down,2,15:00-17:59,5,Senior,4,257.27,6.68,462.27,100,67
16,Colombo - Panadura,27,60,Normal,1,35,High,3,Down,2,06:00-08:59,2,Senior,4,285,5.41,1423.01,50,58
20,Matara - Weligama,30,50,Semi-Luxury,3,103,Medium,2,Down,2,09:00-11:59,3,Youth,2,274.75,6.11,1350.01,28,39
17,Wariyapola - Kurunegala,28,50,Expressway,2,41,Medium,2,Down,2,15:00-17:59,5,Child,1,270.96,5.12,1482.47,20,55
26,Colombo - Negombo,40,90,Normal,1,84,Medium,2,Up,1,06:00-08:59,2,Adult,3,284.98,5.44,2094.9,40,68
19,Tissamaharama - Kataragama,30,45,Normal,1,82,Medium,2,Up,1,18:00-20:59,6,Adult,3,280.95,5.75,1466.34,22,53
19,Tissamaharama - Kataragama,30,45,Normal,1,64,Medium,2,Down,2,18:00-20:59,6,Youth,2,264.55,6.75,1176.63,22,53
31,Puttalam - Chilaw,40,60,Normal,1,105,Medium,2,Up,1,15:00-17:59,5,Adult,3,273.71,5.32,2056.87,20,70
20,Matara - Weligama,30,50,Normal,1,44,Medium,2,Down,2,15:00-17:59,5,Senior,4,279.29,6.33,1323.91,28,75
27,Colombo - Kalutara,40,60,Semi-Luxury,3,83,High,3,Up,1,18:00-20:59,6,Senior,4,280.25,5.17,2170.15,30,37
70,Anuradhapura - Trincomalee,150,200,Normal,1,260,Medium,2,Up,1,18:00-20:59,6,Senior,4,287.52,4.18,10324.11,10,53
35,Colombo - Avissawella,48,110,Normal,1,56,High,3,Down,2,21:00-23:59,7,Child,1,276.81,5.54,2399.35,30,61
80,Jaffna - Anuradhapura,210,360,Normal,1,671,High,3,Up,1,15:00-17:59,5,Adult,3,282.95,3.69,16108,8,62
25,Colombo - Gampaha,37,70,Luxury,4,147,Medium,2,Down,2,21:00-23:59,7,Adult,3,266.19,4.99,1971.96,45,32
25,Colombo - Gampaha,37,70,Expressway,2,74,High,3,Up,1,00:00-05:59,1,Senior,4,272.49,5.3,1902.8,45,43
5,Colombo - Maharagama,16,45,Normal,1,33,Low,1,Down,2,18:00-20:59,6,Adult,3,272.64,5.7,765.76,80,59
1,Kandy - Peradeniya,5,15,Semi-Luxury,3,5,Medium,2,Down,2,18:00-20:59,6,Youth,2,275.62,8.21,167.84,150,38
86,Colombo - Badulla,250,360,Expressway,2,604,Medium,2,Up,1,12:00-14:59,4,Senior,4,261.67,3.39,19279.29,9,43
3,Colombo - Dehiwala,12,30,Luxury,4,26,Medium,2,Up,1,09:00-11:59,3,Adult,3,274.06,7.48,439.59,100,34
7,Colombo - Piliyandala,20,50,Normal,1,20,High,3,Up,1,09:00-11:59,3,Child,1,261.34,4.56,1146.46,35,48
8,Ella - Bandarawela,20,35,Normal,1,43,High,3,Down,2,06:00-08:59,2,Adult,3,277.28,6.11,907.51,20,72
7,Colombo - Piliyandala,20,50,Normal,1,41,High,3,Down,2,00:00-05:59,1,Adult,3,271.23,6.44,841.73,35,55
25,Colombo - Gampaha,37,70,Normal,1,91,Low,1,Down,2,18:00-20:59,6,Adult,3,303.78,4.49,2505.02,45,57
7,Colombo - Piliyandala,20,50,Normal,1,23,Medium,2,Down,2,00:00-05:59,1,Senior,4,261.51,5.64,927.02,35,56
1,Kandy - Peradeniya,5,15,Normal,1,5,Medium,2,Up,1,18:00-20:59,6,Youth,2,267.54,8.47,157.84,150,58
26,Colombo - Negombo,40,90,Normal,1,92,Medium,2,Down,2,18:00-20:59,6,Adult,3,275.14,4.43,2481.7,40,51
10,Kuliyapitiya - Kurunegala,22,40,Luxury,4,95,Medium,2,Down,2,12:00-14:59,4,Youth,2,272.32,6.71,892.63,24,33
25,Colombo - Gampaha,37,70,Normal,1,63,Medium,2,Down,2,12:00-14:59,4,Senior,4,265.4,4.48,2193.21,45,53
1,Kandy - Peradeniya,5,15,Semi-Luxury,3,7,Medium,2,Down,2,18:00-20:59,6,Adult,3,282.39,7.31,193.26,150,36
4,Colombo - Wattala,15,40,Semi-Luxury,3,21,Medium,2,Down,2,00:00-05:59,1,Child,1,273.37,6.49,632.16,70,30
10,Kuliyapitiya - Kurunegala,22,40,Normal,1,53,Medium,2,Up,1,21:00-23:59,7,Youth,2,284.1,6.51,960.29,24,56
31,Puttalam - Chilaw,40,60,Normal,1,86,Medium,2,Down,2,12:00-14:59,4,Adult,3,276.89,5.64,1964.79,20,55
1,Kandy - Peradeniya,5,15,Normal,1,5,Medium,2,Up,1,09:00-11:59,3,Senior,4,272.19,8.31,163.84,150,54
41,Dambulla - Anuradhapura,70,100,Semi-Luxury,3,138,Medium,2,Down,2,15:00-17:59,5,Child,1,272.51,4.9,3890.33,18,46
3,Colombo - Dehiwala,12,30,Semi-Luxury,3,16,High,3,Down,2,18:00-20:59,6,Senior,4,279.22,6.89,486.05,100,42
16,Colombo - Panadura,27,60,Luxury,4,63,High,3,Up,1,18:00-20:59,6,Senior,4,274.05,5.3,1396.22,50,28
63,Batticaloa - Trincomalee,120,150,Normal,1,349,High,3,Up,1,12:00-14:59,4,Youth,2,282.18,4.64,7296.73,14,47
6,Colombo - Moratuwa,18,50,Luxury,4,59,Medium,2,Up,1,09:00-11:59,3,Adult,3,284.14,5.39,948.04,60,27
57,Kurunegala - Colombo,100,150,Luxury,4,525,High,3,Down,2,00:00-05:59,1,Youth,2,271.77,3.28,8295.92,20,32
51,Colombo - Ratnapura,85,130,Expressway,2,188,Low,1,Up,1,15:00-17:59,5,Senior,4,290.19,3.66,6739.19,20,64
24,Monaragala - Wellawaya,35,60,Luxury,4,160,Medium,2,Down,2,00:00-05:59,1,Youth,2,279.34,5.74,1702.38,18,29
1,Kandy - Peradeniya,5,15,Normal,1,6,Low,1,Down,2,06:00-08:59,2,Youth,2,257.17,7.88,163.22,150,55
21,Galle - Matara,35,50,Semi-Luxury,3,136,High,3,Down,2,09:00-11:59,3,Adult,3,282.23,4.95,1996.27,20,40
70,Anuradhapura - Trincomalee,150,200,Expressway,2,562,Medium,2,Up,1,09:00-11:59,3,Adult,3,285.54,3.65,11742.39,10,44
6,Colombo - Moratuwa,18,50,Luxury,4,64,Low,1,Up,1,00:00-05:59,1,Adult,3,284.26,5.97,856.86,60,32
18,Kurunegala - Melsiripura,30,50,Normal,1,41,High,3,Up,1,00:00-05:59,1,Child,1,281.31,5.61,1504.35,20,48
90,Colombo - Batticaloa,320,450,Normal,1,917,Medium,2,Up,1,18:00-20:59,6,Adult,3,271.88,3.11,27953.96,6,51
21,Galle - Matara,35,50,Normal,1,46,Medium,2,Down,2,21:00-23:59,7,Child,1,270.89,4.02,2356.11,20,60
26,Colombo - Negombo,40,90,Normal,1,107,Low,1,Down,2,12:00-14:59,4,Adult,3,270.83,5.83,1859.37,40,53
7,Colombo - Piliyandala,20,50,Expressway,2,40,Medium,2,Up,1,15:00-17:59,5,Senior,4,262.94,5.47,960.89,35,52
77,Colombo - Nuwara Eliya (via Kandy),200,360,Normal,1,508,High,3,Up,1,09:00-11:59,3,Adult,3,270.1,3.29,16415.56,6,64
78,Colombo - Polonnaruwa,210,280,Semi-Luxury,3,948,Medium,2,Up,1,21:00-23:59,7,Adult,3,263.39,4.29,12901.06,12,42
59,Trincomalee - Habarana,110,140,Expressway,2,427,Low,1,Down,2,12:00-14:59,4,Youth,2,276.25,4.69,6478.89,10,45
8,Ella - Bandarawela,20,35,Expressway,2,47,Medium,2,Up,1,21:00-23:59,7,Adult,3,287.62,5.31,1082.36,20,44
26,Colombo - Negombo,40,90,Expressway,2,160,High,3,Down,2,06:00-08:59,2,Youth,2,282.62,5.41,2088.5,40,48
16,Colombo - Panadura,27,60,Normal,1,66,Medium,2,Down,2,09:00-11:59,3,Adult,3,282.2,5.14,1482.61,50,63
16,Colombo - Panadura,27,60,Expressway,2,51,Medium,2,Up,1,06:00-08:59,2,Senior,4,291.37,5.23,1503.97,50,49
27,Colombo - Kalutara,40,60,Semi-Luxury,3,152,Medium,2,Up,1,06:00-08:59,2,Youth,2,278.22,4.97,2238.73,30,60
34,Hatton - Nuwara Eliya,45,90,Luxury,4,136,Low,1,Down,2,15:00-17:59,5,Senior,4,272.14,4.8,2552.54,16,39
20,Matara - Weligama,30,50,Luxury,4,117,Medium,2,Down,2,15:00-17:59,5,Youth,2,273.25,6.09,1345.38,28,37
12,Habarana - Sigiriya,23,35,Normal,1,59,High,3,Down,2,18:00-20:59,6,Adult,3,278.23,5.41,1182.59,30,50
62,Jaffna - Vavuniya,120,180,Semi-Luxury,3,553,Medium,2,Down,2,21:00-23:59,7,Youth,2,264.82,5.3,5997.73,18,40
3,Colombo - Dehiwala,12,30,Luxury,4,33,Medium,2,Up,1,06:00-08:59,2,Youth,2,281.38,7.17,470.92,100,30
68,Colombo - Galle,135,210,Normal,1,200,Medium,2,Up,1,18:00-20:59,6,Child,1,290.64,3.85,10195.95,30,39
14,Kurunegala - Pothuhera,25,45,Normal,1,28,Low,1,Up,1,12:00-14:59,4,Child,1,286.15,6.48,1103.72,22,55
47,Kandy - Kurunegala,80,110,Normal,1,222,High,3,Up,1,15:00-17:59,5,Adult,3,287.5,5.61,4100.82,16,74
2,Galle - Unawatuna,8,25,Semi-Luxury,3,10,High,3,Down,2,15:00-17:59,5,Youth,2,279.73,7.59,294.67,60,50
24,Monaragala - Wellawaya,35,60,Semi-Luxury,3,164,Medium,2,Up,1,15:00-17:59,5,Adult,3,278.64,6.44,1514,18,44
11,Colombo - Homagama,23,55,Normal,1,55,Medium,2,Up,1,15:00-17:59,5,Youth,2,287.17,5.43,1217.29,40,62
13,Ella - Badulla,25,40,Normal,1,54,Medium,2,Up,1,18:00-20:59,6,Adult,3,310.45,6.33,1225.77,20,54
12,Habarana - Sigiriya,23,35,Normal,1,27,Medium,2,Down,2,18:00-20:59,6,Child,1,287.36,5.92,1115.74,30,60
15,Galle - Hikkaduwa,25,60,Normal,1,57,Low,1,Up,1,06:00-08:59,2,Youth,2,270.15,5.95,1135.65,30,68
65,Galle - Hambantota,130,180,Normal,1,248,Medium,2,Up,1,21:00-23:59,7,Senior,4,265.76,4.24,8145.13,12,46
42,Hambantota - Matara (via A2),70,90,Normal,1,89,Low,1,Down,2,00:00-05:59,1,Child,1,287.97,4.81,4191.2,15,58
41,Dambulla - Anuradhapura,70,100,Normal,1,206,High,3,Up,1,12:00-14:59,4,Adult,3,268.28,5.27,3563.16,18,60
60,Colombo - Kandy,120,180,Normal,1,203,Low,1,Up,1,00:00-05:59,1,Senior,4,275.99,3.99,8305.55,20,50
5,Colombo - Maharagama,16,45,Semi-Luxury,3,44,Low,1,Down,2,09:00-11:59,3,Youth,2,279.91,5.97,750.13,80,37
23,Matara - Galle,35,50,Luxury,4,139,Low,1,Down,2,09:00-11:59,3,Youth,2,267.39,6.34,1476.36,22,28
27,Colombo - Kalutara,40,60,Expressway,2,137,Medium,2,Down,2,06:00-08:59,2,Adult,3,271.02,4.87,2226.28,30,52
25,Colombo - Gampaha,37,70,Normal,1,64,Low,1,Up,1,09:00-11:59,3,Senior,4,278.93,4.35,2370.02,45,49
28,Negombo - Colombo,40,90,Normal,1,100,High,3,Up,1,09:00-11:59,3,Adult,3,278.66,5.76,1933.69,40,55
88,Colombo - Trincomalee,300,420,Normal,1,586,Medium,2,Down,2,12:00-14:59,4,Senior,4,268.41,3.51,22912.67,8,53
44,Nuwara Eliya - Kandy,75,120,Semi-Luxury,3,286,Medium,2,Down,2,09:00-11:59,3,Youth,2,277.63,3.71,5617.3,12,34
78,Colombo - Polonnaruwa,210,280,Normal,1,570,Medium,2,Down,2,00:00-05:59,1,Adult,3,267.86,3.65,15419.69,12,64
27,Colombo - Kalutara,40,60,Luxury,4,96,Medium,2,Up,1,06:00-08:59,2,Child,1,273.5,5.23,2091.61,30,36
51,Colombo - Ratnapura,85,130,Semi-Luxury,3,349,High,3,Up,1,06:00-08:59,2,Adult,3,275.64,3.91,5999.5,20,43
17,Wariyapola - Kurunegala,28,50,Normal,1,60,Medium,2,Up,1,09:00-11:59,3,Adult,3,289.23,6.07,1333.48,20,62
3,Colombo - Dehiwala,12,30,Normal,1,19,High,3,Down,2,09:00-11:59,3,Adult,3,271.44,6.91,471.61,100,50
37,Polonnaruwa - Anuradhapura,60,50,Semi-Luxury,3,248,Medium,2,Up,1,00:00-05:59,1,Adult,3,279.28,5.25,3189.32,20,45
20,Matara - Weligama,30,50,Normal,1,78,Medium,2,Up,1,09:00-11:59,3,Adult,3,274.16,6.32,1301.38,28,53
57,Kurunegala - Colombo,100,150,Semi-Luxury,3,418,Medium,2,Down,2,09:00-11:59,3,Adult,3,274.39,4.44,6181,20,42
56,Colombo - Kurunegala,100,150,Luxury,4,492,Medium,2,Down,2,00:00-05:59,1,Adult,3,268.64,4.46,6028.48,25,30
71,Kandy - Badulla,160,210,Normal,1,455,High,3,Up,1,18:00-20:59,6,Adult,3,269.74,3.98,10852.75,10,58
28,Negombo - Colombo,40,90,Luxury,4,173,Medium,2,Down,2,06:00-08:59,2,Adult,3,265.39,5.73,1853.15,40,36
28,Negombo - Colombo,40,90,Expressway,2,138,Low,1,Down,2,12:00-14:59,4,Youth,2,270.29,5.23,2066.13,40,48
3,Colombo - Dehiwala,12,30,Semi-Luxury,3,28,High,3,Up,1,18:00-20:59,6,Adult,3,261.58,7.38,425.46,100,36
75,Mannar - Jaffna,180,240,Normal,1,590,High,3,Up,1,18:00-20:59,6,Youth,2,267.12,4.72,10190.01,6,54
11,Colombo - Homagama,23,55,Normal,1,56,High,3,Down,2,21:00-23:59,7,Adult,3,289.49,6.54,1017.8,40,46
36,Matara - Deniyaya,55,100,Semi-Luxury,3,207,Low,1,Down,2,09:00-11:59,3,Adult,3,269.99,4.43,3352.52,12,30
6,Colombo - Moratuwa,18,50,Normal,1,36,Medium,2,Down,2,15:00-17:59,5,Adult,3,291.94,7,750.7,60,67
34,Hatton - Nuwara Eliya,45,90,Normal,1,64,High,3,Down,2,06:00-08:59,2,Child,1,272.27,4.79,2558.14,16,74
4,Colombo - Wattala,15,40,Normal,1,26,Low,1,Down,2,12:00-14:59,4,Youth,2,284.64,5.57,766.8,70,63
23,Matara - Galle,35,50,Normal,1,43,High,3,Up,1,09:00-11:59,3,Child,1,275.23,6.16,1564.01,22,50
36,Matara - Deniyaya,55,100,Normal,1,98,Low,1,Up,1,06:00-08:59,2,Senior,4,267.37,5.19,2831.52,12,62
5,Colombo - Maharagama,16,45,Normal,1,17,High,3,Down,2,15:00-17:59,5,Child,1,273.74,6.83,641.39,80,64
28,Negombo - Colombo,40,90,Semi-Luxury,3,163,High,3,Down,2,06:00-08:59,2,Youth,2,282.74,5.16,2191.86,40,52
1,Kandy - Peradeniya,5,15,Normal,1,5,High,3,Down,2,06:00-08:59,2,Adult,3,279.39,7.76,180.01,150,66
3,Colombo - Dehiwala,12,30,Normal,1,20,Medium,2,Up,1,06:00-08:59,2,Youth,2,286.99,7.04,488.87,100,70
11,Colombo - Homagama,23,55,Semi-Luxury,3,80,Low,1,Up,1,09:00-11:59,3,Adult,3,285.12,5.96,1100.77,40,43
87,Badulla - Colombo,250,360,Normal,1,803,Low,1,Up,1,15:00-17:59,5,Adult,3,283.05,3.13,22620.51,8,63
8,Ella - Bandarawela,20,35,Normal,1,37,Medium,2,Up,1,09:00-11:59,3,Adult,3,283.18,5.73,988.73,20,53
1,Kandy - Peradeniya,5,15,Normal,1,5,Low,1,Down,2,12:00-14:59,4,Adult,3,282.04,7.5,188.14,150,56
42,Hambantota - Matara (via A2),70,90,Semi-Luxury,3,146,High,3,Up,1,12:00-14:59,4,Child,1,278.7,3.91,4986.96,15,40
1,Kandy - Peradeniya,5,15,Normal,1,5,Low,1,Up,1,15:00-17:59,5,Adult,3,286.47,8.05,177.84,150,67
14,Kurunegala - Pothuhera,25,45,Normal,1,63,Medium,2,Up,1,12:00-14:59,4,Youth,2,280.81,6.33,1109.1,22,59
3,Colombo - Dehiwala,12,30,Normal,1,16,High,3,Up,1,12:00-14:59,4,Adult,3,278.74,6.58,508.5,100,54
1,Kandy - Peradeniya,5,15,Normal,1,5,Low,1,Down,2,12:00-14:59,4,Adult,3,267.25,7.76,172.13,150,55
25,Colombo - Gampaha,37,70,Normal,1,90,Low,1,Up,1,21:00-23:59,7,Youth,2,280.36,4.78,2168.14,45,54
23,Matara - Galle,35,50,Normal,1,88,Medium,2,Down,2,00:00-05:59,1,Adult,3,275.38,6.27,1537.96,22,51
4,Colombo - Wattala,15,40,Normal,1,29,Medium,2,Down,2,18:00-20:59,6,Adult,3,293.86,7.13,618.25,70,63
17,Wariyapola - Kurunegala,28,50,Normal,1,67,Low,1,Up,1,06:00-08:59,2,Youth,2,272.98,7.05,1084.63,20,72
31,Puttalam - Chilaw,40,60,Semi-Luxury,3,166,Medium,2,Up,1,18:00-20:59,6,Adult,3,268.4,5.34,2008.63,20,38
2,Galle - Unawatuna,8,25,Semi-Luxury,3,7,High,3,Down,2,00:00-05:59,1,Youth,2,266.96,7.43,287.56,60,41
65,Galle - Hambantota,130,180,Normal,1,436,High,3,Up,1,00:00-05:59,1,Adult,3,268.59,3.4,10258.12,12,45
37,Polonnaruwa - Anuradhapura,60,50,Luxury,4,334,High,3,Up,1,06:00-08:59,2,Adult,3,268.78,5.43,2971.44,20,27
23,Matara - Galle,35,50,Normal,1,45,Low,1,Up,1,21:00-23:59,7,Child,1,270.15,6.04,1566.08,22,55
27,Colombo - Kalutara,40,60,Luxury,4,130,High,3,Down,2,21:00-23:59,7,Senior,4,280.34,5.33,2103.68,30,25
80,Jaffna - Anuradhapura,210,360,Semi-Luxury,3,925,High,3,Down,2,18:00-20:59,6,Youth,2,269.1,4.7,12023.44,8,39
48,Kurunegala - Kandy,80,110,Semi-Luxury,3,188,High,3,Up,1,12:00-14:59,4,Senior,4,277.47,5.01,4433.28,18,43
2,Galle - Unawatuna,8,25,Normal,1,7,Medium,2,Down,2,06:00-08:59,2,Youth,2,267.16,7.88,271.18,60,61
3,Colombo - Dehiwala,12,30,Semi-Luxury,3,26,Medium,2,Down,2,15:00-17:59,5,Adult,3,278.8,7.37,453.92,100,38
16,Colombo - Panadura,27,60,Expressway,2,57,Medium,2,Up,1,15:00-17:59,5,Senior,4,274.25,5.44,1360.58,50,54
5,Colombo - Maharagama,16,45,Luxury,4,52,Medium,2,Up,1,00:00-05:59,1,Adult,3,267.06,6.57,650.14,80,30
16,Colombo - Panadura,27,60,Luxury,4,55,Low,1,Down,2,00:00-05:59,1,Child,1,282.01,5.77,1320.51,50,30
41,Dambulla - Anuradhapura,70,100,Luxury,4,364,Medium,2,Up,1,00:00-05:59,1,Adult,3,277.67,5.6,3468.94,18,29
31,Puttalam - Chilaw,40,60,Semi-Luxury,3,168,High,3,Down,2,15:00-17:59,5,Youth,2,278.84,5.57,2003.41,20,40
6,Colombo - Moratuwa,18,50,Normal,1,38,Low,1,Down,2,09:00-11:59,3,Adult,3,273.9,6.28,784.54,60,58
6,Colombo - Moratuwa,18,50,Normal,1,39,Low,1,Up,1,18:00-20:59,6,Adult,3,274.25,6.58,750.54,60,51
19,Tissamaharama - Kataragama,30,45,Normal,1,81,High,3,Down,2,21:00-23:59,7,Adult,3,275.2,6.27,1315.73,22,55
12,Habarana - Sigiriya,23,35,Semi-Luxury,3,93,High,3,Up,1,18:00-20:59,6,Youth,2,287.27,5.72,1155.3,30,41
3,Colombo - Dehiwala,12,30,Luxury,4,33,Low,1,Up,1,21:00-23:59,7,Adult,3,284.95,7.39,462.49,100,29
1,Kandy - Peradeniya,5,15,Semi-Luxury,3,6,Low,1,Down,2,21:00-23:59,7,Adult,3,275.78,7.84,175.9,150,41
25,Colombo - Gampaha,37,70,Normal,1,97,Medium,2,Down,2,06:00-08:59,2,Adult,3,264.31,4.48,2183.26,45,50
6,Colombo - Moratuwa,18,50,Expressway,2,53,Medium,2,Up,1,06:00-08:59,2,Adult,3,276.98,6.95,717.79,60,51
26,Colombo - Negombo,40,90,Semi-Luxury,3,79,Low,1,Up,1,00:00-05:59,1,Child,1,288.78,5.52,2092.62,40,40
45,Kandy - Hatton,75,140,Expressway,2,233,Medium,2,Down,2,21:00-23:59,7,Adult,3,276.99,3.86,5384.12,12,47
86,Colombo - Badulla,250,360,Luxury,4,1289,Low,1,Up,1,18:00-20:59,6,Youth,2,279.49,3.54,19748.07,9,31
60,Colombo - Kandy,120,180,Expressway,2,496,High,3,Up,1,06:00-08:59,2,Adult,3,291.01,3.56,9799.04,20,54
43,Kandy - Nuwara Eliya,75,120,Semi-Luxury,3,322,Low,1,Up,1,15:00-17:59,5,Adult,3,287.07,4.15,5185.39,14,45
86,Colombo - Badulla,250,360,Normal,1,872,High,3,Down,2,21:00-23:59,7,Youth,2,290.83,3.29,22098.32,9,57
23,Matara - Galle,35,50,Semi-Luxury,3,71,High,3,Up,1,21:00-23:59,7,Child,1,291.62,5.78,1764.48,22,41
16,Colombo - Panadura,27,60,Normal,1,68,High,3,Down,2,09:00-11:59,3,Youth,2,276.17,5.84,1277.88,50,45
3,Colombo - Dehiwala,12,30,Normal,1,15,Low,1,Up,1,12:00-14:59,4,Adult,3,267.33,7.8,411.2,100,57
2,Galle - Unawatuna,8,25,Semi-Luxury,3,6,High,3,Down,2,09:00-11:59,3,Adult,3,268.39,7.63,281.34,60,41
60,Colombo - Kandy,120,180,Normal,1,321,High,3,Up,1,09:00-11:59,3,Adult,3,287.25,4.15,8309.82,20,60
39,Matara - Hambantota,70,90,Normal,1,192,Medium,2,Down,2,00:00-05:59,1,Adult,3,267.18,5.05,3703.43,15,62
41,Dambulla - Anuradhapura,70,100,Normal,1,191,Medium,2,Up,1,18:00-20:59,6,Youth,2,272.67,4.79,3980.75,18,49
7,Colombo - Piliyandala,20,50,Normal,1,19,Medium,2,Down,2,00:00-05:59,1,Child,1,265.78,5.78,920.29,35,63
31,Puttalam - Chilaw,40,60,Expressway,2,144,High,3,Up,1,09:00-11:59,3,Adult,3,291.91,5.43,2150.54,20,39
47,Kandy - Kurunegala,80,110,Normal,1,161,High,3,Up,1,21:00-23:59,7,Senior,4,281.85,5.51,4093.85,16,46
22,Kandy - Matale,35,50,Normal,1,44,Medium,2,Down,2,21:00-23:59,7,Senior,4,281.7,6.21,1586.38,25,59
66,Hambantota - Galle,130,180,Luxury,4,661,Medium,2,Down,2,09:00-11:59,3,Youth,2,266.38,4.16,8315.45,10,26
47,Kandy - Kurunegala,80,110,Normal,1,214,Medium,2,Up,1,00:00-05:59,1,Adult,3,282.09,5.36,4212.25,16,53
19,Tissamaharama - Kataragama,30,45,Semi-Luxury,3,94,Low,1,Down,2,21:00-23:59,7,Youth,2,284.39,5.32,1603.89,22,45
3,Colombo - Dehiwala,12,30,Normal,1,13,High,3,Up,1,18:00-20:59,6,Senior,4,267.24,5.59,573.9,100,42
6,Colombo - Moratuwa,18,50,Luxury,4,67,Medium,2,Down,2,21:00-23:59,7,Adult,3,273.53,6.55,751.34,60,24
3,Colombo - Dehiwala,12,30,Normal,1,17,Medium,2,Up,1,09:00-11:59,3,Youth,2,271.97,7.58,430.48,100,46
24,Monaragala - Wellawaya,35,60,Normal,1,82,Medium,2,Up,1,15:00-17:59,5,Adult,3,285.35,5.35,1865.89,18,64
88,Colombo - Trincomalee,300,420,Semi-Luxury,3,1447,Medium,2,Up,1,15:00-17:59,5,Youth,2,267.71,3.96,20276.86,8,48
24,Monaragala - Wellawaya,35,60,Normal,1,79,Medium,2,Up,1,18:00-20:59,6,Youth,2,278.72,5.66,1723.15,18,59
13,Ella - Badulla,25,40,Expressway,2,86,Medium,2,Up,1,06:00-08:59,2,Adult,3,273.27,6.68,1022.06,20,54
3,Colombo - Dehiwala,12,30,Semi-Luxury,3,26,High,3,Down,2,21:00-23:59,7,Adult,3,267.71,7.06,455.26,100,29
